Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%,
63,3/3/12,63,26-223,BOS_C,,NYI,L,0,0,0,0,0,0,0,0,0,,,,1,0,24,17:16,0,0,17,9,65.4,
64,3/4/12,64,26-224,BOS_C,@,NYR,L,0,0,0,-1,0,0,0,0,0,,,,1,0,25,22:00,1,1,11,12,47.8,
65,3/6/12,65,26-226,BOS_C,@,TOR,W,0,1,1,1,2,0,0,0,0,,,,2,0,26,16:52,1,0,10,7,58.8,
66,3/8/12,66,26-228,BOS_C,,BUF,W,0,0,0,1,0,0,0,0,0,,,,4,0,23,17:15,0,0,20,7,74.1,
67,3/10/12,67,26-230,BOS_C,,WSH,L,0,1,1,3,0,0,0,0,0,,,,1,0,25,18:00,0,0,15,8,65.2,
68,3/11/12,68,26-231,BOS_C,@,PIT,L,0,0,0,0,0,0,0,0,0,,,,0,,12,7:19,0,1,4,5,44.4,
69,3/13/12,69,26-233,BOS_C,@,TBL,L,0,0,0,-1,0,0,0,0,0,,,,1,0,24,17:26,1,0,20,7,74.1,
70,3/15/12,70,26-235,BOS_C,@,FLA,L,0,0,0,-1,0,0,0,0,0,,,,2,0,25,17:50,3,0,13,10,56.5,
71,3/17/12,71,26-237,BOS_C,,PHI,W,0,1,1,0,0,0,0,0,0,,,,4,0,26,21:02,0,2,12,5,70.6,
72,3/19/12,72,26-239,BOS_C,,TOR,W,0,0,0,0,0,0,0,0,0,,,,1,0,17,13:23,0,0,3,4,42.9,
73,3/22/12,73,26-242,BOS_C,@,SJS,L,0,0,0,0,0,0,0,0,0,,,,0,,22,19:00,0,1,6,5,54.5,
74,3/24/12,74,26-244,BOS_C,@,LAK,W,1,0,1,0,0,0,0,1,0,,,,3,33.3,26,18:14,2,2,11,11,50,
75,3/25/12,75,26-245,BOS_C,@,ANA,W,0,0,0,1,0,0,0,0,0,,,,2,0,27,18:21,0,0,17,10,63,
76,3/27/12,76,26-247,BOS_C,,TBL,W,0,1,1,1,0,0,0,0,0,,,,1,0,24,19:04,4,1,20,5,80,
77,3/29/12,77,26-249,BOS_C,,WSH,L-SO,0,0,0,-1,0,0,0,0,0,,,,2,0,24,19:19,1,0,18,7,72,
78,3/31/12,78,26-251,BOS_C,@,NYI,W,1,1,2,3,0,1,0,0,0,,,,5,20,21,17:38,1,1,13,6,68.4,
79,4/1/12,79,26-252,BOS_C,@,NYR,W,1,0,1,1,0,0,1,0,1,,,,2,50,25,18:09,1,0,17,2,89.5,
80,4/3/12,80,26-254,BOS_C,,PIT,L,0,0,0,-2,0,0,0,0,0,,,,0,,21,16:55,2,0,10,10,50,
81,4/7/12,81,26-258,BOS_C,,BUF,W,0,3,3,2,0,0,0,0,0,,,,2,0,22,19:18,0,1,10,10,50,
1,10/9/10,1,25-077,BOS_C,,PHX,L,0,0,0,-1,0,0,0,0,0,,,,3,0,21,18:04,0,1,11,6,64.7,
2,10/10/10,2,25-078,BOS_C,@,PHX,W,0,0,0,0,0,0,0,0,0,,,,2,0,22,15:19,0,0,9,12,42.9,
3,10/16/10,3,25-084,BOS_C,@,NJD,W,0,0,0,1,0,0,0,0,0,,,,2,0,21,18:19,0,0,10,7,58.8,
4,10/19/10,4,25-087,BOS_C,@,WSH,W,0,0,0,1,0,0,0,0,0,,,,0,,24,19:43,0,0,4,14,22.2,
5,10/21/10,5,25-089,BOS_C,,WSH,W,0,2,2,0,4,0,0,0,0,,,,5,0,19,14:43,1,2,7,7,50,
6,10/23/10,6,25-091,BOS_C,,NYR,L,0,0,0,0,0,0,0,0,0,,,,2,0,23,19:20,0,0,10,5,66.7,
7,10/28/10,7,25-096,BOS_C,,TOR,W,1,0,1,0,0,0,1,0,1,,,,4,25,24,16:23,2,0,7,10,41.2,
8,10/30/10,8,25-098,BOS_C,@,OTT,W,0,1,1,1,0,0,0,0,0,,,,1,0,19,16:31,1,1,4,6,40,
9,11/3/10,9,25-102,BOS_C,@,BUF,W,1,0,1,1,2,0,0,1,0,,,,4,25,17,17:25,0,0,8,13,38.1,
10,11/5/10,10,25-104,BOS_C,@,WSH,L,0,1,1,-2,0,0,0,0,0,,,,0,,22,17:42,2,3,13,8,61.9,
11,11/6/10,11,25-105,BOS_C,,STL,L-SO,0,0,0,0,0,0,0,0,0,,,,1,0,23,21:14,0,0,9,9,50,
12,11/10/10,12,25-109,BOS_C,@,PIT,W,0,2,2,1,0,0,0,0,0,,,,1,0,26,20:32,1,0,18,9,66.7,
13,11/11/10,13,25-110,BOS_C,,MTL,L,0,1,1,1,0,0,0,0,0,,,,4,0,25,20:52,0,1,14,7,66.7,
14,11/13/10,14,25-112,BOS_C,,OTT,L,0,0,0,0,0,0,0,0,0,,,,3,0,24,20:20,0,0,8,6,57.1,
15,11/15/10,15,25-114,BOS_C,,NJD,W,0,1,1,1,0,0,0,0,0,,,,1,0,22,19:36,1,0,8,5,61.5,
16,11/17/10,16,25-116,BOS_C,@,NYR,W,0,0,0,1,0,0,0,0,0,,,,3,0,24,19:40,1,1,14,16,46.7,
17,11/18/10,17,25-117,BOS_C,,FLA,W,0,2,2,3,2,0,0,0,0,,,,3,0,24,16:32,0,2,11,10,52.4,
18,11/20/10,18,25-119,BOS_C,,LAK,L-SO,1,0,1,-1,0,0,1,0,0,,,,4,25,24,19:53,0,1,14,5,73.7,
19,11/22/10,19,25-121,BOS_C,@,TBL,L,0,0,0,0,0,0,0,0,0,,,,5,0,21,15:56,0,0,7,6,53.8,
20,11/24/10,20,25-123,BOS_C,@,FLA,W,0,0,0,0,0,0,0,0,0,,,,1,0,18,15:22,1,2,6,10,37.5,
21,11/26/10,21,25-125,BOS_C,,CAR,L,0,0,0,0,0,0,0,0,0,,,,1,0,22,18:08,1,0,7,7,50,
22,11/28/10,22,25-127,BOS_C,@,ATL,L,0,0,0,-1,0,0,0,0,0,,,,0,,20,20:08,1,1,12,12,50,
23,12/1/10,23,25-130,BOS_C,@,PHI,W,1,0,1,0,0,0,1,0,1,,,,2,50,23,17:15,0,0,8,11,42.1,
24,12/2/10,24,25-131,BOS_C,,TBL,W,0,0,0,0,0,0,0,0,0,,,,1,0,20,15:58,0,1,7,8,46.7,
25,12/4/10,25,25-133,BOS_C,@,TOR,L-SO,0,0,0,0,2,0,0,0,0,,,,5,0,26,17:43,1,2,15,10,60,
26,12/7/10,26,25-136,BOS_C,,BUF,W,0,0,0,0,0,0,0,0,0,,,,3,0,22,18:05,0,1,11,6,64.7,
27,12/9/10,27,25-138,BOS_C,,NYI,W,1,0,1,0,0,1,0,0,0,,,,1,100,20,15:07,0,0,13,3,81.3,
28,12/11/10,28,25-140,BOS_C,,PHI,L-OT,0,0,0,0,0,0,0,0,0,,,,6,0,26,18:31,0,0,13,4,76.5,
29,12/15/10,29,25-144,BOS_C,@,BUF,L,0,0,0,0,2,0,0,0,0,,,,3,0,23,16:56,1,1,12,9,57.1,
30,12/16/10,30,25-145,BOS_C,@,MTL,L,0,2,2,1,0,0,0,0,0,,,,2,0,24,18:48,0,2,12,7,63.2,
31,12/18/10,31,25-147,BOS_C,,WSH,W,1,1,2,1,0,1,0,0,0,,,,4,25,22,18:07,1,0,6,11,35.3,
32,12/20/10,32,25-149,BOS_C,,ANA,L,0,0,0,-1,0,0,0,0,0,,,,4,0,21,17:01,0,1,9,3,75,
33,12/23/10,33,25-152,BOS_C,,ATL,W,1,1,2,0,0,0,0,1,0,,,,3,33.3,20,16:53,0,0,12,5,70.6,
34,12/27/10,34,25-156,BOS_C,@,FLA,W,0,0,0,0,0,0,0,0,0,,,,2,0,22,16:39,2,1,8,6,57.1,
35,12/28/10,35,25-157,BOS_C,@,TBL,W,0,1,1,0,2,0,0,0,0,,,,3,0,23,16:38,0,0,11,10,52.4,
36,12/30/10,36,25-159,BOS_C,@,ATL,L-SO,1,0,1,1,0,1,0,0,0,,,,3,33.3,23,19:18,1,1,13,6,68.4,
37,1/1/11,37,25-161,BOS_C,@,BUF,L-SO,0,1,1,1,0,0,0,0,0,,,,1,0,28,18:21,0,1,13,11,54.2,
38,1/3/11,38,25-163,BOS_C,@,TOR,W,0,0,0,-1,0,0,0,0,0,,,,2,0,21,15:58,0,0,6,7,46.2,
39,1/6/11,39,25-166,BOS_C,,MIN,L,0,1,1,0,0,0,0,0,0,,,,2,0,19,15:55,1,0,4,5,44.4,
40,1/8/11,40,25-168,BOS_C,@,MTL,L-OT,2,0,2,2,0,2,0,0,0,,,,2,100,25,19:12,1,1,7,16,30.4,
41,1/10/11,41,25-170,BOS_C,@,PIT,W,0,2,2,2,2,0,0,0,0,,,,1,0,24,18:14,0,2,7,5,58.3,
42,1/11/11,42,25-171,BOS_C,,OTT,W,3,0,3,4,0,3,0,0,1,,,,4,75,19,12:41,0,0,12,6,66.7,
43,1/13/11,43,25-173,BOS_C,,PHI,W,1,1,2,1,0,1,0,0,0,,,,4,25,23,19:16,0,2,16,8,66.7,
44,1/15/11,44,25-175,BOS_C,,PIT,L,0,0,0,-1,0,0,0,0,0,,,,1,0,20,17:50,0,0,11,6,64.7,
45,1/17/11,45,25-177,BOS_C,,CAR,W,1,1,2,1,0,1,0,0,0,,,,5,20,20,18:23,1,0,9,7,56.3,
46,1/18/11,46,25-178,BOS_C,@,CAR,W,0,0,0,1,0,0,0,0,0,,,,0,,24,17:32,1,1,11,7,61.1,
47,1/20/11,47,25-180,BOS_C,,BUF,L,0,0,0,0,0,0,0,0,0,,,,2,0,23,18:44,0,0,13,5,72.2,
48,1/22/11,48,25-182,BOS_C,@,COL,W,1,2,3,3,0,1,0,0,0,,,,7,14.3,32,18:29,0,1,13,7,65,
49,1/24/11,49,25-184,BOS_C,@,LAK,L,0,0,0,0,0,0,0,0,0,,,,1,0,24,18:39,2,1,9,13,40.9,
50,1/26/11,50,25-186,BOS_C,,FLA,W,0,1,1,0,0,0,0,0,0,,,,3,0,27,19:15,0,2,17,4,81,
51,2/1/11,51,25-192,BOS_C,@,CAR,W,1,0,1,0,0,1,0,0,1,,,,3,33.3,24,18:24,0,0,15,6,71.4,
52,2/3/11,52,25-194,BOS_C,,DAL,W,2,1,3,2,0,2,0,0,0,,,,4,50,25,17:58,0,1,7,13,35,
53,2/5/11,53,25-196,BOS_C,,SJS,L,0,0,0,-1,0,0,0,0,0,,,,3,0,24,20:20,1,2,9,11,45,
54,2/9/11,54,25-200,BOS_C,,MTL,W,0,1,1,0,0,0,0,0,0,,,,2,0,25,18:59,0,1,11,8,57.9,
55,2/11/11,55,25-202,BOS_C,,DET,L,0,0,0,-3,2,0,0,0,0,,,,5,0,27,19:29,0,0,17,4,81,
56,2/13/11,56,25-204,BOS_C,@,DET,L,0,0,0,-1,0,0,0,0,0,,,,2,0,25,19:35,2,0,10,7,58.8,
57,2/15/11,57,25-206,BOS_C,,TOR,L,1,0,1,0,0,1,0,0,0,,,,4,25,22,18:50,0,2,5,8,38.5,
58,2/17/11,58,25-208,BOS_C,@,NYI,W,0,1,1,1,0,0,0,0,0,,,,4,0,20,15:49,0,1,13,5,72.2,
59,2/18/11,59,25-209,BOS_C,@,OTT,W,0,1,1,1,0,0,0,0,0,,,,2,0,24,20:22,0,1,12,12,50,
60,2/22/11,60,25-213,BOS_C,@,CGY,W,0,1,1,1,2,0,0,0,0,,,,2,0,24,15:55,1,1,11,6,64.7,
61,2/26/11,61,25-217,BOS_C,@,VAN,W,1,0,1,0,0,1,0,0,0,,,,3,33.3,24,14:43,1,2,4,11,26.7,
62,2/27/11,62,25-218,BOS_C,@,EDM,W,0,0,0,0,0,0,0,0,0,,,,3,0,22,17:50,0,1,7,6,53.8,
63,3/1/11,63,25-220,BOS_C,@,OTT,W,0,0,0,1,0,0,0,0,0,,,,1,0,21,14:49,0,0,6,1,85.7,
64,3/3/11,64,25-222,BOS_C,,TBL,W,0,0,0,-1,0,0,0,0,0,,,,2,0,23,20:05,1,0,10,10,50,
65,3/8/11,65,25-227,BOS_C,@,MTL,L,0,0,0,0,0,0,0,0,0,,,,3,0,25,16:10,1,0,13,3,81.3,
66,3/10/11,66,25-229,BOS_C,,BUF,L-OT,0,0,0,-1,0,0,0,0,0,,,,3,0,27,20:10,1,0,15,11,57.7,
67,3/11/11,67,25-230,BOS_C,@,NYI,L,0,0,0,-2,0,0,0,0,0,,,,3,0,25,17:38,0,0,12,12,50,
68,3/15/11,68,25-234,BOS_C,@,CBJ,W,0,0,0,0,2,0,0,0,0,,,,1,0,23,17:51,3,1,6,8,42.9,
69,3/17/11,69,25-236,BOS_C,@,NSH,L-OT,1,0,1,-1,0,1,0,0,0,,,,2,50,26,18:42,0,0,11,8,57.9,
70,3/19/11,70,25-238,BOS_C,@,TOR,L,0,0,0,-1,0,0,0,0,0,,,,3,0,20,15:47,1,1,10,9,52.6,
71,3/22/11,71,25-241,BOS_C,,NJD,W,0,2,2,2,0,0,0,0,0,,,,0,,23,18:17,2,1,10,6,62.5,
72,3/24/11,72,25-243,BOS_C,,MTL,W,0,1,1,1,0,0,0,0,0,,,,5,0,25,19:20,0,0,13,7,65,
73,3/26/11,73,25-245,BOS_C,,NYR,L,0,0,0,0,0,0,0,0,0,,,,2,0,20,17:39,1,0,9,9,50,
74,3/27/11,74,25-246,BOS_C,@,PHI,W,0,0,0,0,2,0,0,0,0,,,,4,0,23,17:39,1,1,10,9,52.6,
75,3/29/11,75,25-248,BOS_C,,CHI,W,0,1,1,2,0,0,0,0,0,,,,7,0,28,20:39,0,0,11,11,50,
76,3/31/11,76,25-250,BOS_C,,TOR,L-SO,0,1,1,0,0,0,0,0,0,,,,2,0,27,19:47,0,1,8,8,50,
77,4/2/11,77,25-252,BOS_C,,ATL,W,0,1,1,0,0,0,0,0,0,,,,3,0,19,16:22,1,1,15,4,78.9,
78,4/4/11,78,25-254,BOS_C,@,NYR,L,0,0,0,-1,2,0,0,0,0,,,,3,0,26,16:43,2,0,10,5,66.7,
79,4/6/11,79,25-256,BOS_C,,NYI,W,0,0,0,0,0,0,0,0,0,,,,1,0,19,17:06,1,2,9,6,60,
80,4/10/11,80,25-260,BOS_C,@,NJD,L,0,0,0,0,0,0,0,0,0,,,,2,0,17,14:57,1,0,7,4,63.6,
1,10/1/09,1,24-069,BOS_C,,WSH,L,1,0,1,-1,0,1,0,0,0,,,,2,50,22,17:11,0,0,8,7,53.3,
2,10/3/09,2,24-071,BOS_C,,CAR,W,0,1,1,-1,2,0,0,0,0,,,,3,0,22,17:49,0,1,10,10,50,
3,10/8/09,3,24-076,BOS_C,,ANA,L,0,0,0,0,0,0,0,0,0,,,,3,0,20,16:29,1,0,4,9,30.8,
4,10/10/09,4,24-078,BOS_C,,NYI,W,0,0,0,0,0,0,0,0,0,,,,0,,24,20:04,1,1,3,9,25,
5,10/12/09,5,24-080,BOS_C,,COL,L,0,1,1,1,0,0,0,0,0,,,,1,0,21,17:23,0,0,13,5,72.2,
6,10/16/09,6,24-084,BOS_C,@,DAL,W,1,1,2,1,2,1,0,0,0,,,,2,50,21,15:52,2,0,10,6,62.5,
7,10/17/09,7,24-085,BOS_C,@,PHX,L,0,0,0,-1,0,0,0,0,0,,,,5,0,24,17:42,3,0,11,10,52.4,
8,10/21/09,8,24-089,BOS_C,,NSH,W,1,0,1,1,0,1,0,0,0,,,,1,100,23,18:35,0,1,11,6,64.7,
9,10/22/09,9,24-090,BOS_C,@,PHI,L-SO,0,0,0,-1,0,0,0,0,0,,,,2,0,27,20:13,0,0,13,10,56.5,
10,10/24/09,10,24-092,BOS_C,@,OTT,W,0,1,1,1,0,0,0,0,0,,,,2,0,32,21:01,0,0,18,8,69.2,
11,10/29/09,11,24-097,BOS_C,,NJD,L,1,0,1,0,0,1,0,0,0,,,,4,25,22,19:56,1,1,9,9,50,
12,10/31/09,12,24-099,BOS_C,,EDM,W,0,0,0,0,2,0,0,0,0,,,,1,0,22,19:24,1,1,10,6,62.5,
13,11/1/09,13,24-100,BOS_C,@,NYR,L,0,0,0,0,0,0,0,0,0,,,,2,0,21,21:06,2,1,12,8,60,
14,11/3/09,14,24-102,BOS_C,@,DET,L,0,0,0,-1,0,0,0,0,0,,,,4,0,24,20:20,0,0,11,13,45.8,
15,11/5/09,15,24-104,BOS_C,,MTL,L-SO,1,0,1,1,0,1,0,0,0,,,,7,14.3,28,22:21,1,0,13,9,59.1,
16,11/7/09,16,24-106,BOS_C,,BUF,W,0,1,1,0,0,0,0,0,0,,,,2,0,29,20:28,0,1,14,13,51.9,
17,11/10/09,17,24-109,BOS_C,,PIT,W,1,1,2,2,0,0,0,1,0,,,,4,25,24,19:28,1,2,16,6,72.7,
18,11/12/09,18,24-111,BOS_C,,FLA,L-SO,0,0,0,0,0,0,0,0,0,,,,2,0,27,20:58,0,0,14,11,56,
19,11/14/09,19,24-113,BOS_C,@,PIT,L-OT,0,1,1,-1,0,0,0,0,0,,,,3,0,28,22:21,0,0,15,10,60,
20,11/16/09,20,24-115,BOS_C,,NYI,L,0,0,0,-4,2,0,0,0,0,,,,1,0,23,19:21,1,1,16,8,66.7,
21,11/19/09,21,24-118,BOS_C,@,ATL,W,0,0,0,-1,0,0,0,0,0,,,,4,0,25,21:22,0,2,15,10,60,
22,11/20/09,22,24-119,BOS_C,@,BUF,W,1,0,1,1,0,1,0,0,1,,,,2,50,24,18:20,3,0,9,9,50,
23,11/23/09,23,24-122,BOS_C,@,STL,W,0,4,4,1,0,0,0,0,0,,,,4,0,24,17:20,0,0,9,4,69.2,
24,11/25/09,24,24-124,BOS_C,@,MIN,W,0,0,0,0,0,0,0,0,0,,,,0,,25,22:31,0,2,12,8,60,
25,11/27/09,25,24-126,BOS_C,,NJD,L-SO,0,0,0,0,0,0,0,0,0,,,,5,0,27,19:28,1,0,11,5,68.8,
26,11/28/09,26,24-127,BOS_C,,OTT,W,0,0,0,-2,0,0,0,0,0,,,,1,0,24,16:01,0,2,8,7,53.3,
27,12/2/09,27,24-131,BOS_C,,TBL,W,1,2,3,3,0,1,0,0,1,,,,3,33.3,28,15:35,0,0,14,5,73.7,
28,12/4/09,28,24-133,BOS_C,@,MTL,L,0,0,0,0,0,0,0,0,0,,,,0,,22,17:31,0,3,9,3,75,
29,12/5/09,29,24-134,BOS_C,,TOR,W,0,2,2,2,0,0,0,0,0,,,,0,,26,17:44,0,1,15,5,75,
30,12/10/09,30,24-139,BOS_C,,TOR,W,0,1,1,1,2,0,0,0,0,,,,3,0,25,16:58,0,1,6,8,42.9,
31,12/12/09,31,24-141,BOS_C,@,NYI,L-OT,0,0,0,0,0,0,0,0,0,,,,2,0,21,14:41,2,0,6,5,54.5,
32,12/14/09,32,24-143,BOS_C,,PHI,L,0,0,0,-1,0,0,0,0,0,,,,2,0,21,18:38,0,2,10,5,66.7,
33,12/18/09,33,24-147,BOS_C,@,CHI,L-SO,0,2,2,3,0,0,0,0,0,,,,1,0,29,20:07,1,0,9,10,47.4,
34,12/19/09,34,24-148,BOS_C,@,TOR,L,0,0,0,0,2,0,0,0,0,,,,1,0,26,17:36,1,3,10,13,43.5,
35,12/21/09,35,24-150,BOS_C,@,OTT,W,1,0,1,1,0,1,0,0,1,,,,3,33.3,20,18:59,1,0,12,5,70.6,
36,12/23/09,36,24-152,BOS_C,,ATL,W,1,1,2,-1,2,1,0,0,0,,,,3,33.3,24,19:38,3,0,13,7,65,
37,12/27/09,37,24-156,BOS_C,@,FLA,W,0,0,0,-1,0,0,0,0,0,,,,3,0,21,17:11,1,1,4,10,28.6,
38,12/28/09,38,24-157,BOS_C,@,TBL,L,0,0,0,-1,0,0,0,0,0,,,,4,0,28,20:05,0,0,18,6,75,
39,12/30/09,39,24-159,BOS_C,,ATL,W,1,0,1,1,0,1,0,0,0,,,,4,25,23,16:39,0,1,10,6,62.5,
40,1/1/10,40,24-161,BOS_C,,PHI,W,0,1,1,1,0,0,0,0,0,,,,3,0,26,18:05,1,1,7,10,41.2,
41,1/4/10,41,24-164,BOS_C,@,NYR,L,0,0,0,0,0,0,0,0,0,,,,0,,12,8:17,0,0,6,7,46.2,
42,1/18/10,42,24-178,BOS_C,,OTT,L,0,0,0,-1,0,0,0,0,0,,,,1,0,21,16:56,1,1,0,2,0,
43,1/21/10,43,24-181,BOS_C,,CBJ,L,1,0,1,0,2,1,0,0,0,,,,4,25,25,18:28,1,0,2,0,100,
44,1/23/10,44,24-183,BOS_C,,OTT,L,0,1,1,0,0,0,0,0,0,,,,2,0,18,17:53,0,0,1,0,100,
45,1/24/10,45,24-184,BOS_C,@,CAR,L,0,0,0,-2,2,0,0,0,0,,,,1,0,24,18:48,0,0,7,6,53.8,
46,1/29/10,46,24-189,BOS_C,@,BUF,L,0,0,0,-1,0,0,0,0,0,,,,3,0,23,18:54,1,0,6,10,37.5,
47,1/30/10,47,24-190,BOS_C,,LAK,L-SO,0,0,0,0,0,0,0,0,0,,,,7,0,29,22:06,0,1,15,7,68.2,
48,2/2/10,48,24-193,BOS_C,,WSH,L,0,0,0,-2,2,0,0,0,0,,,,5,0,24,19:20,0,,,,,
49,2/4/10,49,24-195,BOS_C,,MTL,L-SO,0,0,0,0,0,0,0,0,0,,,,4,0,26,21:48,1,1,13,9,59.1,
50,2/6/10,50,24-197,BOS_C,,VAN,L-SO,0,1,1,0,0,0,0,0,0,,,,3,0,26,19:06,1,2,6,7,46.2,
51,2/7/10,51,24-198,BOS_C,@,MTL,W,0,2,2,2,0,0,0,0,0,,,,0,,28,20:22,2,1,10,10,50,
52,2/9/10,52,24-200,BOS_C,@,BUF,W,0,0,0,0,0,0,0,0,0,,,,1,0,27,18:46,0,0,14,9,60.9,
53,2/11/10,53,24-202,BOS_C,@,TBL,W,0,1,1,-1,0,0,0,0,0,,,,3,0,33,18:20,0,1,17,9,65.4,
54,2/13/10,54,24-204,BOS_C,@,FLA,W,0,0,0,0,2,0,0,0,0,,,,3,0,28,19:44,1,0,8,14,36.4,
55,3/6/10,55,24-225,BOS_C,@,NYI,W,0,1,1,0,2,0,0,0,0,,,,3,0,26,18:52,2,1,11,5,68.8,
56,3/7/10,56,24-226,BOS_C,@,PIT,L,0,0,0,0,0,0,0,0,0,,,,1,0,22,17:38,1,0,13,5,72.2,
57,3/9/10,57,24-228,BOS_C,@,TOR,L-OT,1,1,2,2,0,1,0,0,0,,,,2,50,27,19:45,2,0,14,7,66.7,
58,3/11/10,58,24-230,BOS_C,@,PHI,W,1,2,3,3,0,1,0,0,0,,,,2,50,24,17:00,1,0,12,6,66.7,
59,3/13/10,59,24-232,BOS_C,@,MTL,L,0,0,0,0,0,0,0,0,0,,,,1,0,24,18:48,0,1,10,7,58.8,
60,3/15/10,60,24-234,BOS_C,@,NJD,L,1,0,1,0,0,1,0,0,0,,,,4,25,24,18:29,0,1,14,11,56,
61,3/16/10,61,24-235,BOS_C,@,CAR,W,1,0,1,1,2,1,0,0,0,,,,4,25,26,16:43,0,0,13,6,68.4,
62,3/18/10,62,24-237,BOS_C,,PIT,L,0,0,0,-1,0,0,0,0,0,,,,1,0,21,16:46,1,0,5,5,50,
63,3/21/10,63,24-240,BOS_C,,NYR,W,0,0,0,0,2,0,0,0,0,,,,0,,30,20:53,2,1,12,7,63.2,
64,3/23/10,64,24-242,BOS_C,@,ATL,W,0,1,1,1,0,0,0,0,0,,,,0,,26,21:14,1,0,8,10,44.4,
65,3/25/10,65,24-244,BOS_C,,TBL,L,0,1,1,0,0,0,0,0,0,,,,5,0,25,21:36,0,0,7,14,33.3,
66,3/27/10,66,24-246,BOS_C,,CGY,W,1,1,2,2,0,1,0,0,0,,,,3,33.3,27,19:01,0,1,16,12,57.1,
67,3/29/10,67,24-248,BOS_C,,BUF,L,0,0,0,-1,0,0,0,0,0,,,,3,0,25,19:56,0,0,10,9,52.6,
68,3/30/10,68,24-249,BOS_C,@,NJD,W,1,0,1,1,0,1,0,0,1,,,,5,20,28,20:26,0,0,7,8,46.7,
69,4/1/10,69,24-251,BOS_C,,FLA,L,0,0,0,-1,0,0,0,0,0,,,,3,0,24,21:15,0,0,10,4,71.4,
70,4/3/10,70,24-253,BOS_C,@,TOR,W,0,0,0,0,0,0,0,0,0,,,,1,0,27,21:08,2,1,12,14,46.2,
71,4/5/10,71,24-255,BOS_C,@,WSH,L-OT,1,1,2,0,0,1,0,0,0,,,,4,25,28,17:37,0,0,18,8,69.2,
72,4/8/10,72,24-258,BOS_C,,BUF,W,0,0,0,0,0,0,0,0,0,,,,3,0,26,19:54,0,2,15,9,62.5,
73,4/10/10,73,24-260,BOS_C,,CAR,W,0,0,0,0,0,0,0,0,0,,,,3,0,26,21:51,1,1,18,6,75,